transition_id,physical_role,source_family,discovery_method,instrument_survey,immutable_source_identifier,observation_epoch_declared,local_filename,byte_size,sha256,source_url,acquisition_status,processing_version
J132421.98+280238.3,bright,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,SDSS_LEGACY,SDSS:2002-53471-3;specObjID=2254052496366397440;run2d=26,53471,03_spectra/raw_q1_d093/sdss_legacy/J132421.98+280238.3__bright__spec-2002-53471-0003.fits,172800,0c43772ed033c16fc76ba207c98ed28c471ec7417260a2897537f487a29f4c1a,https://data.sdss.org/sas/dr17/sdss/spectro/redux/26/spectra/lite/2002/spec-2002-53471-0003.fits,PRESENT_CHECKSUM_REUSED,p3sf-d093
J132421.98+280238.3,faint,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,LAMOST_DR11,LAMOST_DR11:obsid=219316181;planid=HD133100N262324M01;spid=16;fiberid=181;LMJD=56718,56718,03_spectra/raw_q1_d093/lamost_dr11/J132421.98+280238.3__faint__lamost-dr11-219316181.fits,109440,5a259f11fec406c58b7cc716cfd02d318b8901a41674b291a7b60334359f077e,https://www.lamost.org/dr11/v2.0/spectrum/fits/219316181,PRESENT_CHECKSUM_REUSED,p3sf-d093
J133551.98+544450.1,bright,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,SDSS_LEGACY,SDSS:1042-52725-410;specObjID=1173300448589801472;run2d=26,52725,03_spectra/raw_q1_d093/sdss_legacy/J133551.98+544450.1__bright__spec-1042-52725-0410.fits,172800,c5b346e46bb6ae10510e6297678e207a945af620e20bc35ac616720f9ed6fe8e,https://data.sdss.org/sas/dr17/sdss/spectro/redux/26/spectra/lite/1042/spec-1042-52725-0410.fits,PRESENT_CHECKSUM_REUSED,p3sf-d093
J133551.98+544450.1,faint,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,LAMOST_DR11,LAMOST_DR11:obsid=992312235;planid=HD132759N524444B02;spid=12;fiberid=235;LMJD=59641,59641,03_spectra/raw_q1_d093/lamost_dr11/J133551.98+544450.1__faint__lamost-dr11-992312235.fits,109440,a36e94d7b53a661de35ea8e897606e1ee97bed34898176c682728c53f36de69a,https://www.lamost.org/dr11/v2.0/spectrum/fits/992312235,PRESENT_CHECKSUM_REUSED,p3sf-d093
J134133.73+090356.7,bright,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,SDSS_LEGACY,SDSS:1804-53886-255;specObjID=2031193591006652416;run2d=26,53886,03_spectra/raw_q1_d093/sdss_legacy/J134133.73+090356.7__bright__spec-1804-53886-0255.fits,172800,3ec98360b62b5b2f9763140c27f4519c65c722540a23617e7990118bdf03175d,https://data.sdss.org/sas/dr17/sdss/spectro/redux/26/spectra/lite/1804/spec-1804-53886-0255.fits,PRESENT_CHECKSUM_REUSED,p3sf-d093
J134133.73+090356.7,faint,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,LAMOST_DR11,LAMOST_DR11:obsid=974213161;planid=HD133552N081734M01;spid=13;fiberid=161;LMJD=59606,59606,03_spectra/raw_q1_d093/lamost_dr11/J134133.73+090356.7__faint__lamost-dr11-974213161.fits,109440,e5e0234177dab9ccf76029ce1be9aa4cad9d131a4b57c16a516b7c7cb00dcadd,https://www.lamost.org/dr11/v2.0/spectrum/fits/974213161,PRESENT_CHECKSUM_REUSED,p3sf-d093
J134739.65+362240.0,bright,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,SDSS_LEGACY,SDSS:2033-53476-395;specObjID=2289063145701926912;run2d=26,53476,03_spectra/raw_q1_d093/sdss_legacy/J134739.65+362240.0__bright__spec-2033-53476-0395.fits,172800,5939444ed4659cb51337d1a5d34df1c1e22ea3d143c161890e66e2403eb018be,https://data.sdss.org/sas/dr17/sdss/spectro/redux/26/spectra/lite/2033/spec-2033-53476-0395.fits,PRESENT_CHECKSUM_REUSED,p3sf-d093
J134739.65+362240.0,faint,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,LAMOST_DR11,LAMOST_DR11:obsid=661701107;planid=HD134619N383013M02;spid=1;fiberid=107;LMJD=58227,58227,03_spectra/raw_q1_d093/lamost_dr11/J134739.65+362240.0__faint__lamost-dr11-661701107.fits,109440,387c630a4c61d76a3ad87d677b7837877d6b25ba7a93519d20daadbc84824c83,https://www.lamost.org/dr11/v2.0/spectrum/fits/661701107,PRESENT_CHECKSUM_REUSED,p3sf-d093
J135255.68+252859.6,bright,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,SDSS_LEGACY,SDSS:2115-53535-639;specObjID=2381454009262172160;run2d=26,53535,03_spectra/raw_q1_d093/sdss_legacy/J135255.68+252859.6__bright__spec-2115-53535-0639.fits,172800,bdb6128e345eed73480c026ee6290e00557b71d7eb44a602e8eaae1766c7f0d1,https://data.sdss.org/sas/dr17/sdss/spectro/redux/26/spectra/lite/2115/spec-2115-53535-0639.fits,PRESENT_CHECKSUM_REUSED,p3sf-d093
J135255.68+252859.6,faint,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,LAMOST_DR11,LAMOST_DR11:obsid=734403218;planid=HD135728N245954B02;spid=3;fiberid=218;LMJD=58553,58553,03_spectra/raw_q1_d093/lamost_dr11/J135255.68+252859.6__faint__lamost-dr11-734403218.fits,109440,856b440b54437c6b77b3662697a6048f2908c44208245dde970de6c2d2556c36,https://www.lamost.org/dr11/v2.0/spectrum/fits/734403218,PRESENT_CHECKSUM_REUSED,p3sf-d093
J140207.59+284859.3,bright,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,SDSS_LEGACY,SDSS:2120-53852-521;specObjID=2387051078521743360;run2d=26,53852,03_spectra/raw_q1_d093/sdss_legacy/J140207.59+284859.3__bright__spec-2120-53852-0521.fits,172800,165648598aebef6765e17e36344458c3887df92a94407e841b0a728e927de1db,https://data.sdss.org/sas/dr17/sdss/spectro/redux/26/spectra/lite/2120/spec-2120-53852-0521.fits,PRESENT_CHECKSUM_REUSED,p3sf-d093
J140207.59+284859.3,faint,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,LAMOST_DR11,LAMOST_DR11:obsid=547213076;planid=HD135310N283853M01;spid=13;fiberid=76;LMJD=57815,57815,03_spectra/raw_q1_d093/lamost_dr11/J140207.59+284859.3__faint__lamost-dr11-547213076.fits,109440,5212267c616b6a2422d463260c1a5b6fa41a54aaf9b361aff49c4079280a8d80,https://www.lamost.org/dr11/v2.0/spectrum/fits/547213076,PRESENT_CHECKSUM_REUSED,p3sf-d093
J150026.17+374732.4,bright,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,SDSS_LEGACY,SDSS:1351-52790-599;specObjID=1521255472819103744;run2d=26,52790,03_spectra/raw_q1_d093/sdss_legacy/J150026.17+374732.4__bright__spec-1351-52790-0599.fits,172800,8fd209829cfe667dd97add7f5c8dd41b32005ff2536533c20d5c4ed99f105ea2,https://data.sdss.org/sas/dr17/sdss/spectro/redux/26/spectra/lite/1351/spec-1351-52790-0599.fits,PRESENT_CHECKSUM_REUSED,p3sf-d093
J150026.17+374732.4,faint,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,LAMOST_DR11,LAMOST_DR11:obsid=559501209;planid=HD150100N400503M01;spid=1;fiberid=209;LMJD=57844,57844,03_spectra/raw_q1_d093/lamost_dr11/J150026.17+374732.4__faint__lamost-dr11-559501209.fits,109440,9068378b9e2101bde83f4140f407bf911756434bd828bc55489020da3dbc23b3,https://www.lamost.org/dr11/v2.0/spectrum/fits/559501209,PRESENT_CHECKSUM_REUSED,p3sf-d093
J151143.41+210104.0,faint,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,SDSS_LEGACY,SDSS:2156-54525-390;specObjID=2427547477453334528;run2d=26,54525,03_spectra/raw_q1_d093/sdss_legacy/J151143.41+210104.0__faint__spec-2156-54525-0390.fits,175680,ff286594665bf086c57d8844ab0f6a98bd8c65b20a79066a83dc9b9abf071b3b,https://data.sdss.org/sas/dr17/sdss/spectro/redux/26/spectra/lite/2156/spec-2156-54525-0390.fits,ACQUIRED_IDENTITY_FAIL,p3sf-d093
J151143.41+210104.0,bright,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,LAMOST_DR11,LAMOST_DR11:obsid=1017307052;planid=HD150715N223351M01;spid=7;fiberid=52;LMJD=59732,59732,03_spectra/raw_q1_d093/lamost_dr11/J151143.41+210104.0__bright__lamost-dr11-1017307052.fits,109440,32774f48a436e5f2e0e428a647fc78ab3f07fb87c7afacedd5bd356abd0b8b3a,https://www.lamost.org/dr11/v2.0/spectrum/fits/1017307052,ACQUIRED_IDENTITY_FAIL,p3sf-d093
J151219.33+293737.0,bright,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,SDSS_LEGACY,SDSS:1845-54144-465;specObjID=2077413215876179968;run2d=26,54144,03_spectra/raw_q1_d093/sdss_legacy/J151219.33+293737.0__bright__spec-1845-54144-0465.fits,172800,92e4cdcaddf62d4fce58ef176b4c7a92901dab55cc86ebe2ed0648752602fded,https://data.sdss.org/sas/dr17/sdss/spectro/redux/26/spectra/lite/1845/spec-1845-54144-0465.fits,PRESENT_CHECKSUM_REUSED,p3sf-d093
J151219.33+293737.0,faint,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,LAMOST_DR11,LAMOST_DR11:obsid=337804202;planid=HD151053N291344M01;spid=4;fiberid=202;LMJD=57106,57106,03_spectra/raw_q1_d093/lamost_dr11/J151219.33+293737.0__faint__lamost-dr11-337804202.fits,109440,7a0760229529835f8d53d91749b4353e57a8fa52a524df9d6dcb3049760ccd5f,https://www.lamost.org/dr11/v2.0/spectrum/fits/337804202,PRESENT_CHECKSUM_REUSED,p3sf-d093
J151804.33+364747.9,bright,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,SDSS_LEGACY,SDSS:1400-53470-305;specObjID=1576343765558257664;run2d=26,53470,03_spectra/raw_q1_d093/sdss_legacy/J151804.33+364747.9__bright__spec-1400-53470-0305.fits,172800,5be011494de168463e83b12fadc8dc8a6eff88caff823007c30d75d1a8dca054,https://data.sdss.org/sas/dr17/sdss/spectro/redux/26/spectra/lite/1400/spec-1400-53470-0305.fits,PRESENT_CHECKSUM_REUSED,p3sf-d093
J151804.33+364747.9,faint,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,LAMOST_DR11,LAMOST_DR11:obsid=437709230;planid=HD151157N364516M01;spid=9;fiberid=230;LMJD=57458,57458,03_spectra/raw_q1_d093/lamost_dr11/J151804.33+364747.9__faint__lamost-dr11-437709230.fits,109440,d6d4b3e2818a29d8efcf7eef39a68175da227929ea967a931c3c033cee25c592,https://www.lamost.org/dr11/v2.0/spectrum/fits/437709230,PRESENT_CHECKSUM_REUSED,p3sf-d093
J152904.77+024640.4,bright,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,SDSS_LEGACY,SDSS:593-52026-319;specObjID=667746364800657408;run2d=26,52026,03_spectra/raw_q1_d093/sdss_legacy/J152904.77+024640.4__bright__spec-0593-52026-0319.fits,172800,cd7b011f14b4988a769d7baba9719950befa9b50c58e0b5dc7cb654d2bb77f35,https://data.sdss.org/sas/dr17/sdss/spectro/redux/26/spectra/lite/0593/spec-0593-52026-0319.fits,PRESENT_CHECKSUM_REUSED,p3sf-d093
J152904.77+024640.4,faint,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,LAMOST_DR11,LAMOST_DR11:obsid=557714142;planid=HD153504N014009B01;spid=14;fiberid=142;LMJD=57834,57834,03_spectra/raw_q1_d093/lamost_dr11/J152904.77+024640.4__faint__lamost-dr11-557714142.fits,109440,c37984ecb8d625cc4ee61a57cb9bfead2fe12994082218113d692148b85a73f6,https://www.lamost.org/dr11/v2.0/spectrum/fits/557714142,PRESENT_CHECKSUM_REUSED,p3sf-d093
J160157.53+490207.8,bright,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,SDSS_LEGACY,SDSS:622-52054-331;specObjID=700400761103738880;run2d=26,52054,03_spectra/raw_q1_d093/sdss_legacy/J160157.53+490207.8__bright__spec-0622-52054-0331.fits,172800,59f03a80d879ff32e853e7c9a530824c45fd8f79ee1dced243187c83db84fc4b,https://data.sdss.org/sas/dr17/sdss/spectro/redux/26/spectra/lite/0622/spec-0622-52054-0331.fits,PRESENT_CHECKSUM_REUSED,p3sf-d093
J160157.53+490207.8,faint,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,LAMOST_DR11,LAMOST_DR11:obsid=1001807205;planid=HD155907N503821M02;spid=7;fiberid=205;LMJD=59674,59674,03_spectra/raw_q1_d093/lamost_dr11/J160157.53+490207.8__faint__lamost-dr11-1001807205.fits,109440,0c1f5721366aa3910a92ada4ed261fae700706a8740490c19f44eb95bc86e2e5,https://www.lamost.org/dr11/v2.0/spectrum/fits/1001807205,PRESENT_CHECKSUM_REUSED,p3sf-d093
J1000+0354,faint,Yang2025_turn_on,optical/MIR variability preselection plus spectroscopic confirmation,SDSS_LEGACY,SDSS:572-52289-171;specObjID=644061789239142400,52289,03_spectra/raw_q1_d093/sdss_legacy/J1000+0354__faint__spec-0572-52289-0171.fits,172800,2dc44fad6c9920f17e465e25611116a6257657c2327491eeef0166d16be00fc9,https://data.sdss.org/sas/dr17/sdss/spectro/redux/26/spectra/lite/0572/spec-0572-52289-0171.fits,DOWNLOADED_EXACT,p3sf-d093
J1000+0354,bright,Yang2025_turn_on,optical/MIR variability preselection plus spectroscopic confirmation,DESI_EDR,DESI_EDR:TARGETID=39627883852858304;zpix_id=158456325120802023439488517056;survey=sv3;program=bright;healpix=27345,59333,03_spectra/raw_q1_d093/desi_edr/J1000+0354__bright__desi-edr-sv3-bright-hp27345-tid39627883852858304.fits,950400,67fa29f81a5d5ea91b9bfa82cacae7bb4fd5a9bb5a8fb400b8c408266265eb86,https://data.desi.lbl.gov/public/edr/spectro/redux/fuji/healpix/sv3/bright/273/27345/coadd-sv3-bright-27345.fits,PRESENT_CHECKSUM_REUSED,p3sf-d093
J1003+0202,faint,Yang2025_turn_on,optical/MIR variability preselection plus spectroscopic confirmation,SDSS_LEGACY,SDSS:501-52235-197;specObjID=564130041772926976,52235,03_spectra/raw_q1_d093/sdss_legacy/J1003+0202__faint__spec-0501-52235-0197.fits,172800,4ec97af11d8c5fd0f6cea7391589c352c9f210d1d7a7a129a23ef686982dd03a,https://data.sdss.org/sas/dr17/sdss/spectro/redux/26/spectra/lite/0501/spec-0501-52235-0197.fits,DOWNLOADED_EXACT,p3sf-d093
J1003+0202,bright,Yang2025_turn_on,optical/MIR variability preselection plus spectroscopic confirmation,LAMOST_DR11,LAMOST_DR11:obsid=714905145;planid=HD100408N031203M02;spid=5;fiberid=145;LMJD=58495,58494,03_spectra/raw_q1_d093/lamost_dr11/J1003+0202__bright__lamost-dr11-714905145.fits,109440,c98be10013c86e36b2f73045bb5ed6e63a4703e91c64cfb532c4a48132133f21,https://www.lamost.org/dr11/v2.0/spectrum/fits/714905145,PRESENT_CHECKSUM_REUSED,p3sf-d093
J1003+0458,faint,Yang2025_turn_on,optical/MIR variability preselection plus spectroscopic confirmation,SDSS_LEGACY,SDSS:573-52325-330;specObjID=645231395337168896,52325,03_spectra/raw_q1_d093/sdss_legacy/J1003+0458__faint__spec-0573-52325-0330.fits,172800,8112941dffb202d88b97f30cee084c992db0bf2233e19084ee110e13fb064a33,https://data.sdss.org/sas/dr17/sdss/spectro/redux/26/spectra/lite/0573/spec-0573-52325-0330.fits,DOWNLOADED_EXACT,p3sf-d093
J1003+0458,bright,Yang2025_turn_on,optical/MIR variability preselection plus spectroscopic confirmation,LAMOST_DR11,LAMOST_DR11:obsid=714911087;planid=HD100408N031203M02;spid=11;fiberid=87;LMJD=58495,58495,03_spectra/raw_q1_d093/lamost_dr11/J1003+0458__bright__lamost-dr11-714911087.fits,109440,9aade8f7df1093e2fda65d96668763beb82ff6448472bfeb3a8baca7fe93d5a7,https://www.lamost.org/dr11/v2.0/spectrum/fits/714911087,PRESENT_CHECKSUM_REUSED,p3sf-d093
J1009+3539,faint,Yang2025_turn_on,optical/MIR variability preselection plus spectroscopic confirmation,SDSS_LEGACY,SDSS:1951-53389-517;specObjID=2196772886985861120,53389,03_spectra/raw_q1_d093/sdss_legacy/J1009+3539__faint__spec-1951-53389-0517.fits,172800,55ed80dad5bc6e31e2c1f035fdbbce42058461a14446717af8df5e4370464501,https://data.sdss.org/sas/dr17/sdss/spectro/redux/26/spectra/lite/1951/spec-1951-53389-0517.fits,DOWNLOADED_EXACT,p3sf-d093
J1009+3539,bright,Yang2025_turn_on,optical/MIR variability preselection plus spectroscopic confirmation,LAMOST_DR11,LAMOST_DR11:obsid=803405162;planid=HD101055N362805M02;spid=5;fiberid=162;LMJD=58897,58896,03_spectra/raw_q1_d093/lamost_dr11/J1009+3539__bright__lamost-dr11-803405162.fits,109440,e0c574feef86f95ff04ec9947e7423d56188218e806715c2bab5676cee04191f,https://www.lamost.org/dr11/v2.0/spectrum/fits/803405162,PRESENT_CHECKSUM_REUSED,p3sf-d093
J1110+0804,faint,Yang2025_turn_on,optical/MIR variability preselection plus spectroscopic confirmation,SDSS_LEGACY,SDSS:1004-52723-452;specObjID=1130527796968318976,52723,03_spectra/raw_q1_d093/sdss_legacy/J1110+0804__faint__spec-1004-52723-0452.fits,172800,e32de936a263dde14dabef8ead413fa3659f074e00aa10f0d482a4bd886b8709,https://data.sdss.org/sas/dr17/sdss/spectro/redux/26/spectra/lite/1004/spec-1004-52723-0452.fits,DOWNLOADED_EXACT,p3sf-d093
J1110+0804,bright,Yang2025_turn_on,optical/MIR variability preselection plus spectroscopic confirmation,LAMOST_DR11,LAMOST_DR11:obsid=631809074;planid=HD110609N070823M02;spid=9;fiberid=74;LMJD=58136,58136,03_spectra/raw_q1_d093/lamost_dr11/J1110+0804__bright__lamost-dr11-631809074.fits,109440,66e06a001173ee34a891001f7d88237f011e6621e54cb7ebe7581e60319f3dc3,https://www.lamost.org/dr11/v2.0/spectrum/fits/631809074,PRESENT_CHECKSUM_REUSED,p3sf-d093
J1311+0705,faint,Yang2025_turn_on,optical/MIR variability preselection plus spectroscopic confirmation,SDSS_LEGACY,SDSS:1795-54507-102;specObjID=2021018445943957504,54507,03_spectra/raw_q1_d093/sdss_legacy/J1311+0705__faint__spec-1795-54507-0102.fits,175680,49938a37b3db88de71134eafe98c1675bdc3bab17459c2da65469e8a057193af,https://data.sdss.org/sas/dr17/sdss/spectro/redux/26/spectra/lite/1795/spec-1795-54507-0102.fits,DOWNLOADED_EXACT,p3sf-d093
J1311+0705,bright,Yang2025_turn_on,optical/MIR variability preselection plus spectroscopic confirmation,DESI_EDR,DESI_EDR:TARGETID=39627956850526758;zpix_id=158456325083908535365067082278;survey=sv1;program=bright;healpix=26502,59295,03_spectra/raw_q1_d093/desi_edr/J1311+0705__bright__desi-edr-sv1-bright-hp26502-tid39627956850526758.fits,950400,9156c5b0496a6311bd4b8c73948021cb791856224c375f7fb06ca887c74bd8e1,https://data.desi.lbl.gov/public/edr/spectro/redux/fuji/healpix/sv1/bright/265/26502/coadd-sv1-bright-26502.fits,ACQUIRED_IDENTITY_FAIL,p3sf-d093
J020649.48-041452.7,bright,Zeltyn2024_SDSSV,repeat spectroscopy plus visual confirmation and light-curve/follow-up support,SDSS_LEGACY,SDSS:7238-56660-791;specObjID=8149481065888897024;run2d=v5_13_2,57742,03_spectra/raw_q1_d093/sdss_legacy/J020649.48-041452.7__bright__spec-7238-56660-0791.fits,218880,27d881c47939c7981a961960e230a73ee354887f300748238f49d57ec72b350d,https://data.sdss.org/sas/dr17/eboss/spectro/redux/v5_13_2/spectra/lite/7238/spec-7238-56660-0791.fits,ACQUIRED_IDENTITY_FAIL,p3sf-d093
J020649.48-041452.7,faint,Zeltyn2024_SDSSV,repeat spectroscopy plus visual confirmation and light-curve/follow-up support,SDSSV_DR19,SDSSV_DR19:sdss_id=70072408;field=15046;mjd=59226;catalogid=4375838796;run2d=v6_1_3,59226,03_spectra/raw_q1_d093/sdssv_dr19/J020649.48-041452.7__faint__spec-015046-59226-4375838796.fits,388800,00959f36e64df3021b6f91e75e5bf4cc198b96d96f6d7f415803f916f1314d7f,https://api.sdss.org/valis/file/specLite/download?release=DR19&kwargs=fieldid%3D15046&kwargs=mjd%3D59226&kwargs=catalogid%3D4375838796&kwargs=run2d%3Dv6_1_3,PRESENT_CHECKSUM_REUSED,p3sf-d093
J075934.95+322143.3,faint,Zeltyn2024_SDSSV,repeat spectroscopy plus visual confirmation and light-curve/follow-up support,SDSS_LEGACY,SDSS:890-52583-634;specObjID=1002225233018513408;run2d=26,52583,03_spectra/raw_q1_d093/sdss_legacy/J075934.95+322143.3__faint__spec-0890-52583-0634.fits,172800,9ece33e42f080267d61d90d3b036e82e49a44b57f1194ad248b47c419d59dcb1,https://data.sdss.org/sas/dr17/sdss/spectro/redux/26/spectra/lite/0890/spec-0890-52583-0634.fits,PRESENT_CHECKSUM_REUSED,p3sf-d093
J075934.95+322143.3,bright,Zeltyn2024_SDSSV,repeat spectroscopy plus visual confirmation and light-curve/follow-up support,SDSSV_DR19,SDSSV_DR19:sdss_id=57596704;field=15023;mjd=59167;catalogid=4554716669;run2d=v6_1_3,59167,03_spectra/raw_q1_d093/sdssv_dr19/J075934.95+322143.3__bright__spec-015023-59167-4554716669.fits,391680,18c939fb2e1ac9c14390ba5cb7e86fb6347fbd72c4cba9a3a5d29e557e9b7c44,https://api.sdss.org/valis/file/specLite/download?release=DR19&kwargs=fieldid%3D15023&kwargs=mjd%3D59167&kwargs=catalogid%3D4554716669&kwargs=run2d%3Dv6_1_3,PRESENT_CHECKSUM_REUSED,p3sf-d093
J080133.29+341737.6,bright,Zeltyn2024_SDSSV,repeat spectroscopy plus visual confirmation and light-curve/follow-up support,SDSS_LEGACY,SDSS:891-52584-472;specObjID=1003306602721208320;run2d=26,52584,03_spectra/raw_q1_d093/sdss_legacy/J080133.29+341737.6__bright__spec-0891-52584-0472.fits,172800,bc4756761eb3a1a9b3bb9a2cf93589ac34c90161a0eaf23db757ec663ee593bc,https://data.sdss.org/sas/dr17/sdss/spectro/redux/26/spectra/lite/0891/spec-0891-52584-0472.fits,PRESENT_CHECKSUM_REUSED,p3sf-d093
J080133.29+341737.6,faint,Zeltyn2024_SDSSV,repeat spectroscopy plus visual confirmation and light-curve/follow-up support,SDSSV_DR19,SDSSV_DR19:sdss_id=57821615;field=15022;mjd=59165;catalogid=4555221243;run2d=v6_1_3,59165,03_spectra/raw_q1_d093/sdssv_dr19/J080133.29+341737.6__faint__spec-015022-59165-4555221243.fits,391680,e48f23a0f23c30769d95f163580979dedee6f5e236b3d8420f81b050d8ad808c,https://api.sdss.org/valis/file/specLite/download?release=DR19&kwargs=fieldid%3D15022&kwargs=mjd%3D59165&kwargs=catalogid%3D4555221243&kwargs=run2d%3Dv6_1_3,PRESENT_CHECKSUM_REUSED,p3sf-d093
J080711.72+194439.7,bright,Zeltyn2024_SDSSV,repeat spectroscopy plus visual confirmation and light-curve/follow-up support,SDSS_LEGACY,SDSS:1922-53315-628;specObjID=2164152299893581824;run2d=26,53315,03_spectra/raw_q1_d093/sdss_legacy/J080711.72+194439.7__bright__spec-1922-53315-0628.fits,172800,db9971d3231a25644936138f57c31bdb4ec111e99327002dca73aa5e8383e2f1,https://data.sdss.org/sas/dr17/sdss/spectro/redux/26/spectra/lite/1922/spec-1922-53315-0628.fits,PRESENT_CHECKSUM_REUSED,p3sf-d093
J080711.72+194439.7,faint,Zeltyn2024_SDSSV,repeat spectroscopy plus visual confirmation and light-curve/follow-up support,SDSSV_DR19,SDSSV_DR19:sdss_id=56350768;field=15052;mjd=59229;catalogid=4546222689;run2d=v6_1_3,59229,03_spectra/raw_q1_d093/sdssv_dr19/J080711.72+194439.7__faint__spec-015052-59229-4546222689.fits,391680,d361511b05079ae97c07d88e1a7b9e8d247a4aa35b7e46182ba58bf454c633ad,https://api.sdss.org/valis/file/specLite/download?release=DR19&kwargs=fieldid%3D15052&kwargs=mjd%3D59229&kwargs=catalogid%3D4546222689&kwargs=run2d%3Dv6_1_3,PRESENT_CHECKSUM_REUSED,p3sf-d093
J083716.47+035606.1,faint,Zeltyn2024_SDSSV,repeat spectroscopy plus visual confirmation and light-curve/follow-up support,SDSS_LEGACY,SDSS:1186-52646-60;specObjID=1335333826582308864;run2d=26,52646,03_spectra/raw_q1_d093/sdss_legacy/J083716.47+035606.1__faint__spec-1186-52646-0060.fits,172800,09a32249eea00f2ce6aea311b4ade1872dc7007f7563e492e21b44304a330089,https://data.sdss.org/sas/dr17/sdss/spectro/redux/26/spectra/lite/1186/spec-1186-52646-0060.fits,PRESENT_CHECKSUM_REUSED,p3sf-d093
J083716.47+035606.1,bright,Zeltyn2024_SDSSV,repeat spectroscopy plus visual confirmation and light-curve/follow-up support,SDSSV_DR19,SDSSV_DR19:sdss_id=74372765;field=15257;mjd=59288;catalogid=4545083597;run2d=v6_1_3,59288,03_spectra/raw_q1_d093/sdssv_dr19/J083716.47+035606.1__bright__spec-015257-59288-4545083597.fits,383040,80e19388c58725e724179e69a7c55fe203e02decd82be6d14d65f578835e0b64,https://api.sdss.org/valis/file/specLite/download?release=DR19&kwargs=fieldid%3D15257&kwargs=mjd%3D59288&kwargs=catalogid%3D4545083597&kwargs=run2d%3Dv6_1_3,PRESENT_CHECKSUM_REUSED,p3sf-d093
J085512.13+032950.6,bright,Zeltyn2024_SDSSV,repeat spectroscopy plus visual confirmation and light-curve/follow-up support,SDSS_LEGACY,SDSS:565-52225-466;specObjID=636261577800050688;run2d=26,52225,03_spectra/raw_q1_d093/sdss_legacy/J085512.13+032950.6__bright__spec-0565-52225-0466.fits,172800,17da1311a9ff5a423c106817a55b017703f6ffc58fdc464af59018960c358d6f,https://data.sdss.org/sas/dr17/sdss/spectro/redux/26/spectra/lite/0565/spec-0565-52225-0466.fits,PRESENT_CHECKSUM_REUSED,p3sf-d093
J085512.13+032950.6,faint,Zeltyn2024_SDSSV,repeat spectroscopy plus visual confirmation and light-curve/follow-up support,SDSSV_DR19,SDSSV_DR19:sdss_id=55773348;field=15260;mjd=59304;catalogid=4545238496;run2d=v6_1_3,59304,03_spectra/raw_q1_d093/sdssv_dr19/J085512.13+032950.6__faint__spec-015260-59304-4545238496.fits,383040,213de8773bb36a3137ceca66b1736da6651f960255656239ce41bff09c0f22c3,https://api.sdss.org/valis/file/specLite/download?release=DR19&kwargs=fieldid%3D15260&kwargs=mjd%3D59304&kwargs=catalogid%3D4545238496&kwargs=run2d%3Dv6_1_3,PRESENT_CHECKSUM_REUSED,p3sf-d093
J092313.53+043445.0,faint,Zeltyn2024_SDSSV,repeat spectroscopy plus visual confirmation and light-curve/follow-up support,SDSS_LEGACY,SDSS:991-52707-85;specObjID=1115790217719080960;run2d=26,52707,03_spectra/raw_q1_d093/sdss_legacy/J092313.53+043445.0__faint__spec-0991-52707-0085.fits,172800,cd721dd44156f3724ba1f112c98b0106c0e672d5b2553cf1e60aee1a3af1d109,https://data.sdss.org/sas/dr17/sdss/spectro/redux/26/spectra/lite/0991/spec-0991-52707-0085.fits,PRESENT_CHECKSUM_REUSED,p3sf-d093
