task_kind,transition_id,realization,target_snr,seed
faint_shared,J104043.38+273518.9,29.0,5.0,3200352228.0
faint_shared,J104043.38+273518.9,30.0,5.0,331421669.0
faint_shared,J104043.38+273518.9,31.0,5.0,200108291.0
faint_shared,J104043.38+273518.9,32.0,5.0,2552246458.0
faint_shared,J104043.38+273518.9,33.0,5.0,1328727185.0
faint_shared,J104043.38+273518.9,34.0,5.0,1551685717.0
faint_shared,J104043.38+273518.9,35.0,5.0,4085056349.0
faint_shared,J104043.38+273518.9,36.0,5.0,392820214.0
faint_shared,J104043.38+273518.9,37.0,5.0,3173558426.0
faint_shared,J104043.38+273518.9,38.0,5.0,537459611.0
faint_shared,J104043.38+273518.9,39.0,5.0,1074566693.0
faint_shared,J104043.38+273518.9,40.0,5.0,2557622428.0
faint_shared,J104043.38+273518.9,41.0,5.0,3112836789.0
faint_shared,J104043.38+273518.9,42.0,5.0,2354931697.0
faint_shared,J104043.38+273518.9,43.0,5.0,242773803.0
faint_shared,J104043.38+273518.9,44.0,5.0,2581158936.0
faint_shared,J104043.38+273518.9,45.0,5.0,3782321728.0
faint_shared,J104043.38+273518.9,46.0,5.0,1871152973.0
faint_shared,J104043.38+273518.9,47.0,5.0,4104242722.0
faint_shared,J104043.38+273518.9,48.0,5.0,3077066732.0
faint_shared,J104043.38+273518.9,49.0,5.0,528338482.0
faint_shared,J104111.56+555142.4,0.0,5.0,4066931952.0
faint_shared,J104111.56+555142.4,1.0,5.0,817278555.0
faint_shared,J104111.56+555142.4,2.0,5.0,1110624479.0
faint_shared,J104111.56+555142.4,3.0,5.0,3740356077.0
faint_shared,J104111.56+555142.4,4.0,5.0,2114461634.0
faint_shared,J104111.56+555142.4,5.0,5.0,1384733080.0
faint_shared,J104111.56+555142.4,6.0,5.0,3789697629.0
faint_shared,J104111.56+555142.4,7.0,5.0,688372935.0
faint_shared,J104111.56+555142.4,8.0,5.0,726229099.0
faint_shared,J104111.56+555142.4,9.0,5.0,2516343056.0
faint_shared,J104111.56+555142.4,10.0,5.0,1791332822.0
faint_shared,J104111.56+555142.4,11.0,5.0,2239877990.0
faint_shared,J104111.56+555142.4,12.0,5.0,3926280045.0
faint_shared,J104111.56+555142.4,13.0,5.0,3253138269.0
faint_shared,J104111.56+555142.4,14.0,5.0,1847310159.0
faint_shared,J104111.56+555142.4,15.0,5.0,3705708085.0
faint_shared,J104111.56+555142.4,16.0,5.0,2057401567.0
faint_shared,J104111.56+555142.4,17.0,5.0,4168099677.0
faint_shared,J104111.56+555142.4,18.0,5.0,3451823338.0
faint_shared,J104111.56+555142.4,19.0,5.0,1342760923.0
faint_shared,J104111.56+555142.4,20.0,5.0,1674309103.0
faint_shared,J104111.56+555142.4,21.0,5.0,1791547880.0
faint_shared,J104111.56+555142.4,22.0,5.0,1257356512.0
faint_shared,J104111.56+555142.4,23.0,5.0,250655734.0
faint_shared,J104111.56+555142.4,24.0,5.0,415198740.0
faint_shared,J104111.56+555142.4,25.0,5.0,1683345008.0
faint_shared,J104111.56+555142.4,26.0,5.0,2345054246.0
faint_shared,J104111.56+555142.4,27.0,5.0,1250680640.0
faint_shared,J104111.56+555142.4,28.0,5.0,2801946662.0
faint_shared,J104111.56+555142.4,29.0,5.0,531927465.0
faint_shared,J104111.56+555142.4,30.0,5.0,2585240673.0
faint_shared,J104111.56+555142.4,31.0,5.0,2558873438.0
faint_shared,J104111.56+555142.4,32.0,5.0,4046263912.0
faint_shared,J104111.56+555142.4,33.0,5.0,2402385326.0
faint_shared,J104111.56+555142.4,34.0,5.0,3393236588.0
faint_shared,J104111.56+555142.4,35.0,5.0,746593598.0
faint_shared,J104111.56+555142.4,36.0,5.0,2385852961.0
faint_shared,J104111.56+555142.4,37.0,5.0,3823896198.0
faint_shared,J104111.56+555142.4,38.0,5.0,2717592461.0
faint_shared,J104111.56+555142.4,39.0,5.0,445753893.0
faint_shared,J104111.56+555142.4,40.0,5.0,272423080.0
faint_shared,J104111.56+555142.4,41.0,5.0,1721509972.0
faint_shared,J104111.56+555142.4,42.0,5.0,418935418.0
faint_shared,J104111.56+555142.4,43.0,5.0,3957881107.0
faint_shared,J104111.56+555142.4,44.0,5.0,3565331716.0
faint_shared,J104111.56+555142.4,45.0,5.0,1598513825.0
faint_shared,J104111.56+555142.4,46.0,5.0,1204365534.0
faint_shared,J104111.56+555142.4,47.0,5.0,450345577.0
faint_shared,J104111.56+555142.4,48.0,5.0,969045053.0
faint_shared,J104111.56+555142.4,49.0,5.0,4199545671.0
faint_shared,J104427.75+271806.3,0.0,10.0,3770643154.0
faint_shared,J104427.75+271806.3,1.0,10.0,1373156684.0
faint_shared,J104427.75+271806.3,2.0,10.0,3782504520.0
faint_shared,J104427.75+271806.3,3.0,10.0,2422397088.0
faint_shared,J104427.75+271806.3,4.0,10.0,3513831202.0
faint_shared,J104427.75+271806.3,5.0,10.0,3761205226.0
faint_shared,J104427.75+271806.3,6.0,10.0,864027338.0
faint_shared,J104427.75+271806.3,7.0,10.0,2039780043.0
faint_shared,J104427.75+271806.3,8.0,10.0,1717721098.0
faint_shared,J104427.75+271806.3,9.0,10.0,2362407642.0
faint_shared,J104427.75+271806.3,10.0,10.0,3527722854.0
faint_shared,J104427.75+271806.3,11.0,10.0,1749291865.0
faint_shared,J104427.75+271806.3,12.0,10.0,2545113356.0
faint_shared,J104427.75+271806.3,13.0,10.0,3606629728.0
faint_shared,J104427.75+271806.3,14.0,10.0,3950653106.0
faint_shared,J104427.75+271806.3,15.0,10.0,3957544301.0
faint_shared,J104427.75+271806.3,16.0,10.0,1246054834.0
faint_shared,J104427.75+271806.3,17.0,10.0,3447549529.0
faint_shared,J104427.75+271806.3,18.0,10.0,3485304366.0
faint_shared,J104427.75+271806.3,19.0,10.0,2508728563.0
faint_shared,J104427.75+271806.3,20.0,10.0,195725699.0
faint_shared,J104427.75+271806.3,21.0,10.0,2258152031.0
faint_shared,J104427.75+271806.3,22.0,10.0,527274599.0
faint_shared,J104427.75+271806.3,23.0,10.0,2176420589.0
faint_shared,J104427.75+271806.3,24.0,10.0,3921603216.0
faint_shared,J104427.75+271806.3,25.0,10.0,999885704.0
faint_shared,J104427.75+271806.3,26.0,10.0,314593024.0
faint_shared,J104427.75+271806.3,27.0,10.0,3576450803.0
faint_shared,J104427.75+271806.3,28.0,10.0,3117755006.0
faint_shared,J104427.75+271806.3,29.0,10.0,698618237.0
faint_shared,J104427.75+271806.3,30.0,10.0,1930577097.0
faint_shared,J104427.75+271806.3,31.0,10.0,2810730920.0
faint_shared,J104427.75+271806.3,32.0,10.0,4277964833.0
faint_shared,J104427.75+271806.3,33.0,10.0,2373425170.0
faint_shared,J104427.75+271806.3,34.0,10.0,545620377.0
faint_shared,J104427.75+271806.3,35.0,10.0,1510140698.0
faint_shared,J104427.75+271806.3,36.0,10.0,331935165.0
faint_shared,J104427.75+271806.3,37.0,10.0,580782683.0
faint_shared,J104427.75+271806.3,38.0,10.0,3995500727.0
faint_shared,J104427.75+271806.3,39.0,10.0,3515223636.0
faint_shared,J104427.75+271806.3,40.0,10.0,3188155613.0
faint_shared,J104427.75+271806.3,41.0,10.0,2140845529.0
faint_shared,J104427.75+271806.3,42.0,10.0,627075866.0
faint_shared,J104427.75+271806.3,43.0,10.0,3012000113.0
faint_shared,J104427.75+271806.3,44.0,10.0,1407367152.0
faint_shared,J104427.75+271806.3,45.0,10.0,3140682807.0
faint_shared,J104427.75+271806.3,46.0,10.0,2610508990.0
faint_shared,J104427.75+271806.3,47.0,10.0,989845721.0
faint_shared,J104427.75+271806.3,48.0,10.0,285842665.0
faint_shared,J104427.75+271806.3,49.0,10.0,1285550775.0
faint_shared,J104427.75+271806.3,0.0,5.0,2711533231.0
faint_shared,J104427.75+271806.3,1.0,5.0,3408447909.0
faint_shared,J104427.75+271806.3,2.0,5.0,341616251.0
faint_shared,J104427.75+271806.3,3.0,5.0,2704783778.0
faint_shared,J104427.75+271806.3,4.0,5.0,2467594449.0
faint_shared,J104427.75+271806.3,5.0,5.0,2850431219.0
faint_shared,J104427.75+271806.3,6.0,5.0,3588441922.0
faint_shared,J104427.75+271806.3,7.0,5.0,1900940687.0
faint_shared,J104427.75+271806.3,8.0,5.0,2627494262.0
faint_shared,J104427.75+271806.3,9.0,5.0,303860812.0
faint_shared,J104427.75+271806.3,10.0,5.0,909596533.0
faint_shared,J104427.75+271806.3,11.0,5.0,1142117678.0
faint_shared,J104427.75+271806.3,12.0,5.0,2188244570.0
faint_shared,J104427.75+271806.3,13.0,5.0,1043500142.0
faint_shared,J104427.75+271806.3,14.0,5.0,1499125810.0
faint_shared,J104427.75+271806.3,15.0,5.0,2880014756.0
faint_shared,J104427.75+271806.3,16.0,5.0,3809658427.0
faint_shared,J104427.75+271806.3,17.0,5.0,992000878.0
faint_shared,J104427.75+271806.3,18.0,5.0,3374805190.0
faint_shared,J104427.75+271806.3,19.0,5.0,3688614263.0
faint_shared,J104427.75+271806.3,20.0,5.0,734307841.0
faint_shared,J104427.75+271806.3,21.0,5.0,2794910762.0
faint_shared,J104427.75+271806.3,22.0,5.0,2922239634.0
faint_shared,J104427.75+271806.3,23.0,5.0,249759710.0
faint_shared,J104427.75+271806.3,24.0,5.0,849193887.0
faint_shared,J104427.75+271806.3,25.0,5.0,307530742.0
faint_shared,J104427.75+271806.3,26.0,5.0,3688017297.0
faint_shared,J104427.75+271806.3,27.0,5.0,1770613648.0
faint_shared,J104427.75+271806.3,28.0,5.0,1516779698.0
faint_shared,J104427.75+271806.3,29.0,5.0,2500837855.0
faint_shared,J104427.75+271806.3,30.0,5.0,1502812561.0
faint_shared,J104427.75+271806.3,31.0,5.0,849636097.0
faint_shared,J104427.75+271806.3,32.0,5.0,3466209031.0
faint_shared,J104427.75+271806.3,33.0,5.0,899064250.0
faint_shared,J104427.75+271806.3,34.0,5.0,3241930940.0
faint_shared,J104427.75+271806.3,35.0,5.0,184622352.0
faint_shared,J104427.75+271806.3,36.0,5.0,3517842843.0
faint_shared,J104427.75+271806.3,37.0,5.0,363272587.0
faint_shared,J104427.75+271806.3,38.0,5.0,2189740258.0
faint_shared,J104427.75+271806.3,39.0,5.0,293353971.0
faint_shared,J104427.75+271806.3,40.0,5.0,3079041471.0
faint_shared,J104427.75+271806.3,41.0,5.0,346746092.0
faint_shared,J104427.75+271806.3,42.0,5.0,3579701591.0
faint_shared,J104427.75+271806.3,43.0,5.0,1016603088.0
faint_shared,J104427.75+271806.3,44.0,5.0,1270144274.0
faint_shared,J104427.75+271806.3,45.0,5.0,2718696082.0
faint_shared,J104427.75+271806.3,46.0,5.0,3919994229.0
faint_shared,J104427.75+271806.3,47.0,5.0,1645824730.0
faint_shared,J104427.75+271806.3,48.0,5.0,2884159469.0
faint_shared,J104427.75+271806.3,49.0,5.0,1224127690.0
faint_shared,J105233.83+454949.3,0.0,10.0,1821024278.0
faint_shared,J105233.83+454949.3,1.0,10.0,4003444763.0
faint_shared,J105233.83+454949.3,2.0,10.0,1450424094.0
faint_shared,J105233.83+454949.3,3.0,10.0,2398906701.0
faint_shared,J105233.83+454949.3,4.0,10.0,2249279279.0
faint_shared,J105233.83+454949.3,5.0,10.0,3914967147.0
faint_shared,J105233.83+454949.3,6.0,10.0,96189202.0
faint_shared,J105233.83+454949.3,7.0,10.0,2277340927.0
faint_shared,J105233.83+454949.3,8.0,10.0,1509704214.0
faint_shared,J105233.83+454949.3,9.0,10.0,4112254869.0
faint_shared,J105233.83+454949.3,10.0,10.0,2759689064.0
faint_shared,J105233.83+454949.3,11.0,10.0,3095405193.0
faint_shared,J105233.83+454949.3,12.0,10.0,3738556908.0
faint_shared,J105233.83+454949.3,13.0,10.0,2303702681.0
faint_shared,J105233.83+454949.3,14.0,10.0,4147834737.0
faint_shared,J105233.83+454949.3,15.0,10.0,1383507571.0
faint_shared,J105233.83+454949.3,16.0,10.0,1960362763.0
faint_shared,J105233.83+454949.3,17.0,10.0,4139097819.0
faint_shared,J105233.83+454949.3,18.0,10.0,1207087468.0
faint_shared,J105233.83+454949.3,19.0,10.0,69032559.0
faint_shared,J105233.83+454949.3,20.0,10.0,1352186705.0
faint_shared,J105233.83+454949.3,21.0,10.0,1842360767.0
faint_shared,J105233.83+454949.3,22.0,10.0,1071216230.0
faint_shared,J105233.83+454949.3,23.0,10.0,3680847927.0
faint_shared,J105233.83+454949.3,24.0,10.0,3409356456.0
faint_shared,J105233.83+454949.3,25.0,10.0,3787093751.0
faint_shared,J105233.83+454949.3,26.0,10.0,240186930.0
faint_shared,J105233.83+454949.3,27.0,10.0,444504070.0
faint_shared,J105233.83+454949.3,28.0,10.0,366502771.0
faint_shared,J105233.83+454949.3,29.0,10.0,3677411913.0
faint_shared,J105233.83+454949.3,30.0,10.0,1538873324.0
faint_shared,J105233.83+454949.3,31.0,10.0,3841721513.0
faint_shared,J105233.83+454949.3,32.0,10.0,754961775.0
faint_shared,J105233.83+454949.3,33.0,10.0,1324387311.0
faint_shared,J105233.83+454949.3,34.0,10.0,3261095010.0
faint_shared,J105233.83+454949.3,35.0,10.0,3040222737.0
faint_shared,J105233.83+454949.3,36.0,10.0,2968791130.0
faint_shared,J105233.83+454949.3,37.0,10.0,1575959235.0
faint_shared,J105233.83+454949.3,38.0,10.0,2047038428.0
faint_shared,J105233.83+454949.3,39.0,10.0,780633935.0
faint_shared,J105233.83+454949.3,40.0,10.0,3955930040.0
faint_shared,J105233.83+454949.3,41.0,10.0,2229051444.0
faint_shared,J105233.83+454949.3,42.0,10.0,2675896893.0
faint_shared,J105233.83+454949.3,43.0,10.0,3239375504.0
faint_shared,J105233.83+454949.3,44.0,10.0,1763609588.0
faint_shared,J105233.83+454949.3,45.0,10.0,3747183186.0
faint_shared,J105233.83+454949.3,46.0,10.0,1814263519.0
faint_shared,J105233.83+454949.3,47.0,10.0,1902689190.0
faint_shared,J105233.83+454949.3,48.0,10.0,629685078.0
faint_shared,J105233.83+454949.3,49.0,10.0,918620305.0
faint_shared,J105233.83+454949.3,0.0,5.0,3395362569.0
faint_shared,J105233.83+454949.3,1.0,5.0,2529186676.0
faint_shared,J105233.83+454949.3,2.0,5.0,2683517845.0
faint_shared,J105233.83+454949.3,3.0,5.0,2000064319.0
faint_shared,J105233.83+454949.3,4.0,5.0,4157454416.0
faint_shared,J105233.83+454949.3,5.0,5.0,1953689166.0
faint_shared,J105233.83+454949.3,6.0,5.0,969826536.0
faint_shared,J105233.83+454949.3,7.0,5.0,3855115408.0
faint_shared,J105233.83+454949.3,8.0,5.0,1509558850.0
faint_shared,J105233.83+454949.3,9.0,5.0,2526874786.0
faint_shared,J105233.83+454949.3,10.0,5.0,2198626551.0
faint_shared,J105233.83+454949.3,11.0,5.0,1436062973.0
faint_shared,J105233.83+454949.3,12.0,5.0,1325474728.0
faint_shared,J105233.83+454949.3,13.0,5.0,1601053649.0
faint_shared,J105233.83+454949.3,14.0,5.0,3598580113.0
faint_shared,J105233.83+454949.3,15.0,5.0,396253617.0
faint_shared,J105233.83+454949.3,16.0,5.0,3494475446.0
faint_shared,J105233.83+454949.3,17.0,5.0,2190091435.0
faint_shared,J105233.83+454949.3,18.0,5.0,4045764275.0
faint_shared,J105233.83+454949.3,19.0,5.0,3482395637.0
faint_shared,J105233.83+454949.3,20.0,5.0,3875307504.0
faint_shared,J105233.83+454949.3,21.0,5.0,3176518244.0
faint_shared,J105233.83+454949.3,22.0,5.0,3051645181.0
faint_shared,J105233.83+454949.3,23.0,5.0,1229422428.0
faint_shared,J105233.83+454949.3,24.0,5.0,3944955707.0
faint_shared,J105233.83+454949.3,25.0,5.0,571889451.0
faint_shared,J105233.83+454949.3,26.0,5.0,2419253721.0
faint_shared,J105233.83+454949.3,27.0,5.0,3747866925.0
faint_shared,J105233.83+454949.3,28.0,5.0,824558181.0
faint_shared,J105233.83+454949.3,29.0,5.0,3550209562.0
faint_shared,J105233.83+454949.3,30.0,5.0,4202037790.0
faint_shared,J105233.83+454949.3,31.0,5.0,2794232336.0
faint_shared,J105233.83+454949.3,32.0,5.0,1891181660.0
faint_shared,J105233.83+454949.3,33.0,5.0,3748041475.0
faint_shared,J105233.83+454949.3,34.0,5.0,2790114802.0
faint_shared,J105233.83+454949.3,35.0,5.0,3587085704.0
faint_shared,J105233.83+454949.3,36.0,5.0,2464611817.0
faint_shared,J105233.83+454949.3,37.0,5.0,1920762848.0
faint_shared,J105233.83+454949.3,38.0,5.0,3812306948.0
faint_shared,J105233.83+454949.3,39.0,5.0,1351062001.0
faint_shared,J105233.83+454949.3,40.0,5.0,3947229922.0
faint_shared,J105233.83+454949.3,41.0,5.0,2925228947.0
faint_shared,J105233.83+454949.3,42.0,5.0,4100925194.0
faint_shared,J105233.83+454949.3,43.0,5.0,2027657856.0
faint_shared,J105233.83+454949.3,44.0,5.0,1091536537.0
faint_shared,J105233.83+454949.3,45.0,5.0,633698969.0
faint_shared,J105233.83+454949.3,46.0,5.0,2627043421.0
faint_shared,J105233.83+454949.3,47.0,5.0,1508391213.0
faint_shared,J105233.83+454949.3,48.0,5.0,36915415.0
faint_shared,J105233.83+454949.3,49.0,5.0,2070184167.0
faint_shared,J1110+0804,0.0,10.0,3717049382.0
faint_shared,J1110+0804,1.0,10.0,667921006.0
faint_shared,J1110+0804,2.0,10.0,2869682456.0
faint_shared,J1110+0804,3.0,10.0,3400071398.0
faint_shared,J1110+0804,4.0,10.0,3648855485.0
faint_shared,J1110+0804,5.0,10.0,2077235885.0
faint_shared,J1110+0804,6.0,10.0,1874280209.0
faint_shared,J1110+0804,7.0,10.0,2050459054.0
faint_shared,J1110+0804,8.0,10.0,195418627.0
faint_shared,J1110+0804,9.0,10.0,4227770373.0
faint_shared,J1110+0804,10.0,10.0,526339762.0
faint_shared,J1110+0804,11.0,10.0,2097952882.0
faint_shared,J1110+0804,12.0,10.0,1125939337.0
faint_shared,J1110+0804,13.0,10.0,2677221307.0
faint_shared,J1110+0804,14.0,10.0,3838219915.0
faint_shared,J1110+0804,15.0,10.0,1019461433.0
faint_shared,J1110+0804,16.0,10.0,2696943055.0
faint_shared,J1110+0804,17.0,10.0,1994522752.0
faint_shared,J1110+0804,18.0,10.0,2964625153.0
faint_shared,J1110+0804,19.0,10.0,1286492011.0
faint_shared,J1110+0804,20.0,10.0,1980150525.0
faint_shared,J1110+0804,21.0,10.0,4125260772.0
faint_shared,J1110+0804,22.0,10.0,711709165.0
faint_shared,J1110+0804,23.0,10.0,4255389903.0
faint_shared,J1110+0804,24.0,10.0,2986704640.0
faint_shared,J1110+0804,25.0,10.0,3357341192.0
faint_shared,J1110+0804,26.0,10.0,618530786.0
faint_shared,J1110+0804,27.0,10.0,3998597151.0
faint_shared,J1110+0804,28.0,10.0,2186668221.0
faint_shared,J1110+0804,29.0,10.0,380090494.0
faint_shared,J1110+0804,30.0,10.0,3508025943.0
faint_shared,J1110+0804,31.0,10.0,3345740610.0
faint_shared,J1110+0804,32.0,10.0,2718351080.0
faint_shared,J1110+0804,33.0,10.0,2104278063.0
faint_shared,J1110+0804,34.0,10.0,1043545052.0
faint_shared,J1110+0804,35.0,10.0,3720710037.0
faint_shared,J1110+0804,36.0,10.0,3450297585.0
faint_shared,J1110+0804,37.0,10.0,1639928755.0
faint_shared,J1110+0804,38.0,10.0,1065146125.0
faint_shared,J1110+0804,39.0,10.0,2602425724.0
faint_shared,J1110+0804,40.0,10.0,1959498043.0
faint_shared,J1110+0804,41.0,10.0,1148749944.0
faint_shared,J1110+0804,42.0,10.0,1283729775.0
faint_shared,J1110+0804,43.0,10.0,4047535531.0
faint_shared,J1110+0804,44.0,10.0,3893232638.0
faint_shared,J1110+0804,45.0,10.0,350338332.0
faint_shared,J1110+0804,46.0,10.0,3492100650.0
faint_shared,J1110+0804,47.0,10.0,150709151.0
faint_shared,J1110+0804,48.0,10.0,71619048.0
faint_shared,J1110+0804,49.0,10.0,2642294130.0
faint_shared,J1110+0804,0.0,5.0,1631982903.0
faint_shared,J1110+0804,1.0,5.0,197247823.0
faint_shared,J1110+0804,2.0,5.0,3242492253.0
faint_shared,J1110+0804,3.0,5.0,4129478608.0
faint_shared,J1110+0804,4.0,5.0,348842458.0
faint_shared,J1110+0804,5.0,5.0,3262846198.0
faint_shared,J1110+0804,6.0,5.0,3943492367.0
faint_shared,J1110+0804,7.0,5.0,638541009.0
faint_shared,J1110+0804,8.0,5.0,412930059.0
faint_shared,J1110+0804,9.0,5.0,1791390837.0
faint_shared,J1110+0804,10.0,5.0,1628962890.0
faint_shared,J1110+0804,11.0,5.0,3329220486.0
faint_shared,J1110+0804,12.0,5.0,250147706.0
faint_shared,J1110+0804,13.0,5.0,4133589230.0
faint_shared,J1110+0804,14.0,5.0,93939596.0
faint_shared,J1110+0804,15.0,5.0,1864716460.0
faint_shared,J1110+0804,16.0,5.0,4067561237.0
faint_shared,J1110+0804,17.0,5.0,834809735.0
faint_shared,J1110+0804,18.0,5.0,1536633112.0
faint_shared,J1110+0804,19.0,5.0,3590671582.0
faint_shared,J1110+0804,20.0,5.0,677568347.0
faint_shared,J1110+0804,21.0,5.0,226390032.0
faint_shared,J1110+0804,22.0,5.0,1822256592.0
faint_shared,J1110+0804,23.0,5.0,2186778212.0
faint_shared,J1110+0804,24.0,5.0,761643883.0
faint_shared,J1110+0804,25.0,5.0,2385021149.0
faint_shared,J1110+0804,26.0,5.0,3963725366.0
faint_shared,J1110+0804,27.0,5.0,1339126849.0
faint_shared,J1110+0804,28.0,5.0,601695956.0
faint_shared,J1110+0804,29.0,5.0,729186278.0
faint_shared,J1110+0804,30.0,5.0,118491290.0
faint_shared,J1110+0804,31.0,5.0,2156184716.0
faint_shared,J1110+0804,32.0,5.0,1895083621.0
faint_shared,J1110+0804,33.0,5.0,4245515487.0
faint_shared,J1110+0804,34.0,5.0,925512139.0
faint_shared,J1110+0804,35.0,5.0,820924133.0
faint_shared,J1110+0804,36.0,5.0,1836820137.0
faint_shared,J1110+0804,37.0,5.0,1979477696.0
faint_shared,J1110+0804,38.0,5.0,960200314.0
faint_shared,J1110+0804,39.0,5.0,2591086060.0
faint_shared,J1110+0804,40.0,5.0,3544956421.0
faint_shared,J1110+0804,41.0,5.0,235108801.0
faint_shared,J1110+0804,42.0,5.0,3245313855.0
faint_shared,J1110+0804,43.0,5.0,3835279882.0
faint_shared,J1110+0804,44.0,5.0,3650260246.0
faint_shared,J1110+0804,45.0,5.0,4159315410.0
faint_shared,J1110+0804,46.0,5.0,1306433069.0
faint_shared,J1110+0804,47.0,5.0,2063121169.0
faint_shared,J1110+0804,48.0,5.0,4152793134.0
faint_shared,J1110+0804,49.0,5.0,2182236289.0
faint_shared,J112229.65+214815.6,0.0,10.0,356159951.0
faint_shared,J112229.65+214815.6,1.0,10.0,691877686.0
faint_shared,J112229.65+214815.6,2.0,10.0,3811528064.0
faint_shared,J112229.65+214815.6,3.0,10.0,949279645.0
faint_shared,J112229.65+214815.6,4.0,10.0,3212797364.0
faint_shared,J112229.65+214815.6,5.0,10.0,712360279.0
faint_shared,J112229.65+214815.6,6.0,10.0,2779852937.0
faint_shared,J112229.65+214815.6,7.0,10.0,4105903292.0
faint_shared,J112229.65+214815.6,8.0,10.0,4280620194.0
faint_shared,J112229.65+214815.6,9.0,10.0,410096703.0
faint_shared,J112229.65+214815.6,10.0,10.0,3807585725.0
faint_shared,J112229.65+214815.6,11.0,10.0,3923427244.0
faint_shared,J112229.65+214815.6,12.0,10.0,3739534866.0
faint_shared,J112229.65+214815.6,13.0,10.0,2269004860.0
faint_shared,J112229.65+214815.6,14.0,10.0,4099416469.0
faint_shared,J112229.65+214815.6,15.0,10.0,3381771411.0
faint_shared,J112229.65+214815.6,16.0,10.0,194372625.0
faint_shared,J112229.65+214815.6,17.0,10.0,566871318.0
faint_shared,J112229.65+214815.6,18.0,10.0,2349617249.0
faint_shared,J112229.65+214815.6,19.0,10.0,704510916.0
faint_shared,J112229.65+214815.6,20.0,10.0,1628705408.0
faint_shared,J112229.65+214815.6,21.0,10.0,3569580356.0
faint_shared,J112229.65+214815.6,22.0,10.0,2696192361.0
faint_shared,J112229.65+214815.6,23.0,10.0,1289654270.0
faint_shared,J112229.65+214815.6,24.0,10.0,4061104726.0
faint_shared,J112229.65+214815.6,25.0,10.0,555020898.0
faint_shared,J112229.65+214815.6,26.0,10.0,3916395612.0
faint_shared,J112229.65+214815.6,27.0,10.0,948369121.0
faint_shared,J112229.65+214815.6,28.0,10.0,1183196720.0
faint_shared,J112229.65+214815.6,29.0,10.0,2615532040.0
faint_shared,J112229.65+214815.6,30.0,10.0,2437493084.0
faint_shared,J112229.65+214815.6,31.0,10.0,3415324781.0
faint_shared,J112229.65+214815.6,32.0,10.0,1580673883.0
faint_shared,J112229.65+214815.6,33.0,10.0,274153686.0
faint_shared,J112229.65+214815.6,34.0,10.0,2204512325.0
faint_shared,J112229.65+214815.6,35.0,10.0,2014610754.0
faint_shared,J112229.65+214815.6,36.0,10.0,3349429740.0
faint_shared,J112229.65+214815.6,37.0,10.0,2827701205.0
faint_shared,J112229.65+214815.6,38.0,10.0,695044425.0
faint_shared,J112229.65+214815.6,39.0,10.0,542418038.0
faint_shared,J112229.65+214815.6,40.0,10.0,2537990098.0
faint_shared,J112229.65+214815.6,41.0,10.0,1651585392.0
faint_shared,J112229.65+214815.6,42.0,10.0,1729875765.0
faint_shared,J112229.65+214815.6,43.0,10.0,2703932896.0
faint_shared,J112229.65+214815.6,44.0,10.0,2407115273.0
faint_shared,J112229.65+214815.6,45.0,10.0,4022196550.0
faint_shared,J112229.65+214815.6,46.0,10.0,1148948668.0
faint_shared,J112229.65+214815.6,47.0,10.0,3033474683.0
faint_shared,J112229.65+214815.6,48.0,10.0,3777450175.0
faint_shared,J112229.65+214815.6,49.0,10.0,1499086764.0
faint_shared,J112229.65+214815.6,0.0,5.0,2963333218.0
faint_shared,J112229.65+214815.6,1.0,5.0,1785514548.0
faint_shared,J112229.65+214815.6,2.0,5.0,323783799.0
faint_shared,J112229.65+214815.6,3.0,5.0,3366944389.0
faint_shared,J112229.65+214815.6,4.0,5.0,2735672573.0
faint_shared,J112229.65+214815.6,5.0,5.0,3139428764.0
faint_shared,J112229.65+214815.6,6.0,5.0,621666693.0
faint_shared,J112229.65+214815.6,7.0,5.0,558944033.0
faint_shared,J112229.65+214815.6,8.0,5.0,1586117245.0
faint_shared,J112229.65+214815.6,9.0,5.0,419903861.0
faint_shared,J112229.65+214815.6,10.0,5.0,3469855670.0
faint_shared,J112229.65+214815.6,11.0,5.0,3567632284.0
faint_shared,J112229.65+214815.6,12.0,5.0,1084640809.0
faint_shared,J112229.65+214815.6,13.0,5.0,3888236333.0
faint_shared,J112229.65+214815.6,14.0,5.0,3392846540.0
faint_shared,J112229.65+214815.6,15.0,5.0,3634094616.0
faint_shared,J112229.65+214815.6,16.0,5.0,2683614823.0
faint_shared,J112229.65+214815.6,17.0,5.0,1877628060.0
faint_shared,J112229.65+214815.6,18.0,5.0,1053696652.0
faint_shared,J112229.65+214815.6,19.0,5.0,1082568464.0
faint_shared,J112229.65+214815.6,20.0,5.0,3428311363.0
faint_shared,J112229.65+214815.6,21.0,5.0,2019765947.0
faint_shared,J112229.65+214815.6,22.0,5.0,3060450057.0
faint_shared,J112229.65+214815.6,23.0,5.0,857830664.0
faint_shared,J112229.65+214815.6,24.0,5.0,2139159490.0
faint_shared,J112229.65+214815.6,25.0,5.0,3062016252.0
faint_shared,J112229.65+214815.6,26.0,5.0,1611150608.0
faint_shared,J112229.65+214815.6,27.0,5.0,1943428364.0
faint_shared,J112229.65+214815.6,28.0,5.0,2351757026.0
faint_shared,J112229.65+214815.6,29.0,5.0,3946072711.0
faint_shared,J112229.65+214815.6,30.0,5.0,2915394799.0
