transition_id,role,spectrum_id,instrument_survey,redshift,ra_deg,dec_deg,expected_sha256,variance_provenance,catalog_source,actual_sha256
J133551.98+544450.1,bright,SDSS:1042-52725-410;specObjID=1173300448589801472;run2d=26,SDSS_LEGACY,0.1075638681650161,203.96658,54.747256,c5b346e46bb6ae10510e6297678e207a945af620e20bc35ac616720f9ed6fe8e,NATIVE_SDSS_SUPPORTED,D093,c5b346e46bb6ae10510e6297678e207a945af620e20bc35ac616720f9ed6fe8e
J133551.98+544450.1,faint,LAMOST_DR11:obsid=992312235;planid=HD132759N524444B02;spid=12;fiberid=235;LMJD=59641,LAMOST_DR11,0.1075638681650161,203.966517,54.747279,a36e94d7b53a661de35ea8e897606e1ee97bed34898176c682728c53f36de69a,NATIVE_LAMOST_SUPPORTED,D093,a36e94d7b53a661de35ea8e897606e1ee97bed34898176c682728c53f36de69a
J134133.73+090356.7,bright,SDSS:1804-53886-255;specObjID=2031193591006652416;run2d=26,SDSS_LEGACY,0.1049645543098449,205.39054,9.0657522,3ec98360b62b5b2f9763140c27f4519c65c722540a23617e7990118bdf03175d,NATIVE_SDSS_SUPPORTED,D093,3ec98360b62b5b2f9763140c27f4519c65c722540a23617e7990118bdf03175d
J134133.73+090356.7,faint,LAMOST_DR11:obsid=974213161;planid=HD133552N081734M01;spid=13;fiberid=161;LMJD=59606,LAMOST_DR11,0.1049645543098449,205.390558,9.065751,e5e0234177dab9ccf76029ce1be9aa4cad9d131a4b57c16a516b7c7cb00dcadd,NATIVE_LAMOST_SUPPORTED,D093,e5e0234177dab9ccf76029ce1be9aa4cad9d131a4b57c16a516b7c7cb00dcadd
J134739.65+362240.0,bright,SDSS:2033-53476-395;specObjID=2289063145701926912;run2d=26,SDSS_LEGACY,0.2469585090875625,206.9152,36.377776,5939444ed4659cb51337d1a5d34df1c1e22ea3d143c161890e66e2403eb018be,NATIVE_SDSS_SUPPORTED,D093,5939444ed4659cb51337d1a5d34df1c1e22ea3d143c161890e66e2403eb018be
J134739.65+362240.0,faint,LAMOST_DR11:obsid=661701107;planid=HD134619N383013M02;spid=1;fiberid=107;LMJD=58227,LAMOST_DR11,0.2469585090875625,206.9152,36.377776,387c630a4c61d76a3ad87d677b7837877d6b25ba7a93519d20daadbc84824c83,NATIVE_LAMOST_SUPPORTED,D093,387c630a4c61d76a3ad87d677b7837877d6b25ba7a93519d20daadbc84824c83
J135255.68+252859.6,bright,SDSS:2115-53535-639;specObjID=2381454009262172160;run2d=26,SDSS_LEGACY,0.0635854303836822,208.23201,25.483234,bdb6128e345eed73480c026ee6290e00557b71d7eb44a602e8eaae1766c7f0d1,NATIVE_SDSS_SUPPORTED,D093,bdb6128e345eed73480c026ee6290e00557b71d7eb44a602e8eaae1766c7f0d1
J135255.68+252859.6,faint,LAMOST_DR11:obsid=734403218;planid=HD135728N245954B02;spid=3;fiberid=218;LMJD=58553,LAMOST_DR11,0.0635854303836822,208.231995,25.483237,856b440b54437c6b77b3662697a6048f2908c44208245dde970de6c2d2556c36,NATIVE_LAMOST_SUPPORTED,D093,856b440b54437c6b77b3662697a6048f2908c44208245dde970de6c2d2556c36
J135750.26+614309.0,bright,SDSS:6815-56419-398;specObjID=7673117374233729024;run2d=v5_13_2,SDSS_LEGACY,0.7374038696289062,209.4594099999999,61.719175,5c1941896efc4693f9c012b7989ecc60b7f049cf0ad2372ecaae022b65ee13fd,NATIVE_SDSS_SUPPORTED,D093,5c1941896efc4693f9c012b7989ecc60b7f049cf0ad2372ecaae022b65ee13fd
J135750.26+614309.0,faint,SDSSV_DR19:sdss_id=62545876;field=15303;mjd=59280;catalogid=4349290127;run2d=v6_1_3,SDSSV_DR19,0.7374038696289062,209.4594,61.719127,f6268d260512e5734fc045a356385d279a39b9ef31c06b857022be3a8c1b4496,NATIVE_SDSSV_SUPPORTED,D093,f6268d260512e5734fc045a356385d279a39b9ef31c06b857022be3a8c1b4496
J140207.59+284859.3,bright,SDSS:2120-53852-521;specObjID=2387051078521743360;run2d=26,SDSS_LEGACY,0.2199575304985046,210.53164,28.81648,165648598aebef6765e17e36344458c3887df92a94407e841b0a728e927de1db,NATIVE_SDSS_SUPPORTED,D093,165648598aebef6765e17e36344458c3887df92a94407e841b0a728e927de1db
J140207.59+284859.3,faint,LAMOST_DR11:obsid=547213076;planid=HD135310N283853M01;spid=13;fiberid=76;LMJD=57815,LAMOST_DR11,0.2199575304985046,210.53164,28.81648,5212267c616b6a2422d463260c1a5b6fa41a54aaf9b361aff49c4079280a8d80,NATIVE_LAMOST_SUPPORTED,D093,5212267c616b6a2422d463260c1a5b6fa41a54aaf9b361aff49c4079280a8d80
J140515.59+542458.0,bright,SDSSV_DR19:sdss_id=62245417;field=15304;mjd=59281;catalogid=4351042394;run2d=v6_1_3,SDSSV_DR19,0.0832624435424804,211.31498,54.416125,0ee785d996d181ee83d5b3c45713978b374d4b79678b361ae1b33025e3e3cfb3,NATIVE_SDSSV_SUPPORTED,D093,0ee785d996d181ee83d5b3c45713978b374d4b79678b361ae1b33025e3e3cfb3
J140515.59+542458.0,faint,SDSS:1324-53088-184;specObjID=1490742106002581504;run2d=26,SDSS_LEGACY,0.0832624435424804,211.31497,54.416104,0dcc5871d4711a8666140f08a970391b12884b0b1c6a57cc12209607e0201b63,NATIVE_SDSS_SUPPORTED,D093,0dcc5871d4711a8666140f08a970391b12884b0b1c6a57cc12209607e0201b63
J150026.17+374732.4,bright,SDSS:1351-52790-599;specObjID=1521255472819103744;run2d=26,SDSS_LEGACY,0.1806012690067291,225.10904,37.792335,8fd209829cfe667dd97add7f5c8dd41b32005ff2536533c20d5c4ed99f105ea2,NATIVE_SDSS_SUPPORTED,D093,8fd209829cfe667dd97add7f5c8dd41b32005ff2536533c20d5c4ed99f105ea2
J150026.17+374732.4,faint,LAMOST_DR11:obsid=559501209;planid=HD150100N400503M01;spid=1;fiberid=209;LMJD=57844,LAMOST_DR11,0.1806012690067291,225.10904,37.792335,9068378b9e2101bde83f4140f407bf911756434bd828bc55489020da3dbc23b3,NATIVE_LAMOST_SUPPORTED,D093,9068378b9e2101bde83f4140f407bf911756434bd828bc55489020da3dbc23b3
J151219.33+293737.0,bright,SDSS:1845-54144-465;specObjID=2077413215876179968;run2d=26,SDSS_LEGACY,0.1999462097883224,228.08055,29.626937,92e4cdcaddf62d4fce58ef176b4c7a92901dab55cc86ebe2ed0648752602fded,NATIVE_SDSS_SUPPORTED,D093,92e4cdcaddf62d4fce58ef176b4c7a92901dab55cc86ebe2ed0648752602fded
J151219.33+293737.0,faint,LAMOST_DR11:obsid=337804202;planid=HD151053N291344M01;spid=4;fiberid=202;LMJD=57106,LAMOST_DR11,0.1999462097883224,228.08055,29.626937,7a0760229529835f8d53d91749b4353e57a8fa52a524df9d6dcb3049760ccd5f,NATIVE_LAMOST_SUPPORTED,D093,7a0760229529835f8d53d91749b4353e57a8fa52a524df9d6dcb3049760ccd5f
J151804.33+364747.9,bright,SDSS:1400-53470-305;specObjID=1576343765558257664;run2d=26,SDSS_LEGACY,0.1970816105604171,229.51803,36.796626,5be011494de168463e83b12fadc8dc8a6eff88caff823007c30d75d1a8dca054,NATIVE_SDSS_SUPPORTED,D093,5be011494de168463e83b12fadc8dc8a6eff88caff823007c30d75d1a8dca054
J151804.33+364747.9,faint,LAMOST_DR11:obsid=437709230;planid=HD151157N364516M01;spid=9;fiberid=230;LMJD=57458,LAMOST_DR11,0.1970816105604171,229.51803,36.796626,d6d4b3e2818a29d8efcf7eef39a68175da227929ea967a931c3c033cee25c592,NATIVE_LAMOST_SUPPORTED,D093,d6d4b3e2818a29d8efcf7eef39a68175da227929ea967a931c3c033cee25c592
J152904.77+024640.4,bright,SDSS:593-52026-319;specObjID=667746364800657408;run2d=26,SDSS_LEGACY,0.0973863825201988,232.26986,2.7778754,cd7b011f14b4988a769d7baba9719950befa9b50c58e0b5dc7cb654d2bb77f35,NATIVE_SDSS_SUPPORTED,D093,cd7b011f14b4988a769d7baba9719950befa9b50c58e0b5dc7cb654d2bb77f35
J152904.77+024640.4,faint,LAMOST_DR11:obsid=557714142;planid=HD153504N014009B01;spid=14;fiberid=142;LMJD=57834,LAMOST_DR11,0.0973863825201988,232.269841,2.777875,c37984ecb8d625cc4ee61a57cb9bfead2fe12994082218113d692148b85a73f6,NATIVE_LAMOST_SUPPORTED,D093,c37984ecb8d625cc4ee61a57cb9bfead2fe12994082218113d692148b85a73f6
J160157.53+490207.8,bright,SDSS:622-52054-331;specObjID=700400761103738880;run2d=26,SDSS_LEGACY,0.246491327881813,240.48972,49.03551,59f03a80d879ff32e853e7c9a530824c45fd8f79ee1dced243187c83db84fc4b,NATIVE_SDSS_SUPPORTED,D093,59f03a80d879ff32e853e7c9a530824c45fd8f79ee1dced243187c83db84fc4b
J160157.53+490207.8,faint,LAMOST_DR11:obsid=1001807205;planid=HD155907N503821M02;spid=7;fiberid=205;LMJD=59674,LAMOST_DR11,0.246491327881813,240.489741,49.035504,0c1f5721366aa3910a92ada4ed261fae700706a8740490c19f44eb95bc86e2e5,NATIVE_LAMOST_SUPPORTED,D093,0c1f5721366aa3910a92ada4ed261fae700706a8740490c19f44eb95bc86e2e5
SDSSJ000236.25-002724.8,bright,387-51791-110,SDSS_LEGACY,0.2912391,0.65105544,-0.45687475,29569650b1f0954e103f6c557d67a20de34b1e53292bbb171cc12807243bbeb1,NATIVE_SDSS_SUPPORTED,D091_OR_EARLIER,29569650b1f0954e103f6c557d67a20de34b1e53292bbb171cc12807243bbeb1
SDSSJ000236.25-002724.8,faint,669-52559-306,SDSS_LEGACY,0.2913462,0.65106323,-0.45687058,d46fed044492e29d39faffc5ed7b2b9fa473da2396bda156eb711ae65674099e,NATIVE_SDSS_SUPPORTED,D091_OR_EARLIER,d46fed044492e29d39faffc5ed7b2b9fa473da2396bda156eb711ae65674099e
SDSSJ012256.19-000252.68,bright,9395-58113-532,SDSS_LEGACY,0.3402729,20.734125,-0.0479666666666666,51aff88f662729637cc957122c4fc70331e8e1a2f7d8c3af0b468f30cd9bb3c9,NATIVE_SDSS_SUPPORTED,D091_OR_EARLIER,51aff88f662729637cc957122c4fc70331e8e1a2f7d8c3af0b468f30cd9bb3c9
SDSSJ012256.19-000252.68,faint,399-51817-238,SDSS_LEGACY,0.3405587,20.734125,-0.0479666666666666,fad5dc102340ac0be1e5f67e152a84c893187e5ab175871bbcf5d5b18eaef462,NATIVE_SDSS_SUPPORTED,D091_OR_EARLIER,fad5dc102340ac0be1e5f67e152a84c893187e5ab175871bbcf5d5b18eaef462
SDSSJ012648.08-083948.0,bright,661-52163-604,SDSS_LEGACY,0.1977467,21.700339,-8.6633314,eaede65b208d474f8b66b7abfb8bd5d61fce4910af6c3a825e70aa55f581323b,NATIVE_SDSS_SUPPORTED,D091_OR_EARLIER,eaede65b208d474f8b66b7abfb8bd5d61fce4910af6c3a825e70aa55f581323b
SDSSJ012648.08-083948.0,faint,2878-54465-377,SDSS_LEGACY,0.1979131,21.700339,-8.6633314,01591b6f84d014a7881ddbc2ace3d205aa9cff0122f75afcd0a1852580368a2b,NATIVE_SDSS_SUPPORTED,D091_OR_EARLIER,01591b6f84d014a7881ddbc2ace3d205aa9cff0122f75afcd0a1852580368a2b
SDSSJ015957.64+003310.4,bright,403-51871-549,SDSS_LEGACY,0.3118252,29.990148,0.55291729,e81cbdaf93c6c3b20c997a5a1abb338ff7a5925e07df2b14689fbde822c46ac0,NATIVE_SDSS_SUPPORTED,D091_OR_EARLIER,e81cbdaf93c6c3b20c997a5a1abb338ff7a5925e07df2b14689fbde822c46ac0
SDSSJ015957.64+003310.4,faint,3609-55201-524,SDSS_LEGACY,0.3120502,29.990161,0.55290301,062c0c2272bac0cef1aa03d9054da7b0889bacba221aad9903a5567fbb407eab,NATIVE_SDSS_SUPPORTED,D091_OR_EARLIER,062c0c2272bac0cef1aa03d9054da7b0889bacba221aad9903a5567fbb407eab
SDSSJ021359.79+004226.81,bright,405-51816-458,SDSS_LEGACY,0.1823621,33.499076,0.70743881,b9df9506e029a80d433aa4f2ffcedef018f709011f0d727b6c9a43025ee34624,NATIVE_SDSS_SUPPORTED,D091_OR_EARLIER,b9df9506e029a80d433aa4f2ffcedef018f709011f0d727b6c9a43025ee34624
SDSSJ021359.79+004226.81,faint,9383-58097-829,SDSS_LEGACY,0.1823014,33.499144,0.707448,04320f61c0c9734dc2fe1ae4db6fd987118b11b0aa8cb59efcc6d25ba30dfb49,NATIVE_SDSS_SUPPORTED,D091_OR_EARLIER,04320f61c0c9734dc2fe1ae4db6fd987118b11b0aa8cb59efcc6d25ba30dfb49
SDSSJ081319.34+460849.5,bright,439-51877-566,SDSS_LEGACY,0.05370571,123.33058333333334,46.147083333333335,6080620c1e442d8af716204f5987b1c91a60936b3eceb2624e4f5597250bb5be,NATIVE_SDSS_SUPPORTED,D091_OR_EARLIER,6080620c1e442d8af716204f5987b1c91a60936b3eceb2624e4f5597250bb5be
SDSSJ081319.34+460849.5,faint,6392-56331-693,SDSS_LEGACY,0.05382688,123.33058333333334,46.147083333333335,5c42de7ef009d3b61740a0b2b880ae5d7c0db294604994800526d07a5354618d,NATIVE_SDSS_SUPPORTED,D091_OR_EARLIER,5c42de7ef009d3b61740a0b2b880ae5d7c0db294604994800526d07a5354618d
SDSSJ082942.66+415436.8,bright,761-54524-71,SDSS_LEGACY,0.1263167,127.42775,41.910222222222224,80e0ef5e5f418669ceab2317d9d54b9f69686c417757828b2725f63d28593df0,NATIVE_SDSS_SUPPORTED,D091_OR_EARLIER,80e0ef5e5f418669ceab2317d9d54b9f69686c417757828b2725f63d28593df0
SDSSJ082942.66+415436.8,faint,761-52266-60,SDSS_LEGACY,0.1263854,127.42775,41.910222222222224,a643bf5eb16d56bd6d46f1a78ffebce494db04b721c9c6fcd5cd7f0aa14b39be,NATIVE_SDSS_SUPPORTED,D091_OR_EARLIER,a643bf5eb16d56bd6d46f1a78ffebce494db04b721c9c6fcd5cd7f0aa14b39be
SDSSJ101152.98+544206.4,bright,945-52652-22,SDSS_LEGACY,0.2463892,152.97075,54.701776,0b1507c1fc009342c7f4ece7561015e5d778e8979aa3b7dac291de0e15bc94fe,NATIVE_SDSS_SUPPORTED,D091_OR_EARLIER,0b1507c1fc009342c7f4ece7561015e5d778e8979aa3b7dac291de0e15bc94fe
SDSSJ101152.98+544206.4,faint,8181-57073-827,SDSS_LEGACY,0.246515,152.97078,54.701786,3f18e3eb2c652e403109f68ea298a2326858d589841d36ab23aede680ae14925,NATIVE_SDSS_SUPPORTED,D091_OR_EARLIER,3f18e3eb2c652e403109f68ea298a2326858d589841d36ab23aede680ae14925
SDSSJ102152.34+464515.6,bright,944-52614-603,SDSS_LEGACY,0.204546,155.46808333333334,46.754333333333335,2d4e3b34dc33fd13b721bacd84e291ef83781d3dd6430a0e8855d2b0dfc36f94,NATIVE_SDSS_SUPPORTED,D091_OR_EARLIER,2d4e3b34dc33fd13b721bacd84e291ef83781d3dd6430a0e8855d2b0dfc36f94
SDSSJ102152.34+464515.6,faint,7386-56769-410,SDSS_LEGACY,0.2041101,155.46808333333334,46.754333333333335,9020b8f561bbaadec596059ba0ba4eca60b5f6c4b4da0d00469cc33a351b65e3,NATIVE_SDSS_SUPPORTED,D091_OR_EARLIER,9020b8f561bbaadec596059ba0ba4eca60b5f6c4b4da0d00469cc33a351b65e3
SDSSJ105058.42+241351.18,bright,2481-54068-428,SDSS_LEGACY,0.2696455,162.74341666666666,24.23088333333333,acaa17c23cb505cefe0c79b98f564ed87a0f07d7ddf02c2eee7eea9606d96d56,NATIVE_SDSS_SUPPORTED,D091_OR_EARLIER,acaa17c23cb505cefe0c79b98f564ed87a0f07d7ddf02c2eee7eea9606d96d56
SDSSJ105058.42+241351.18,faint,10467-58138-592,SDSS_LEGACY,0.2695929,162.74341666666666,24.23088333333333,2b3467ef9845c871aee76138adb1a1e2b434372ee1d2c307c420e16f745fc7d6,NATIVE_SDSS_SUPPORTED,D091_OR_EARLIER,2b3467ef9845c871aee76138adb1a1e2b434372ee1d2c307c420e16f745fc7d6
SDSSJ105325.40+302419.34,bright,1981-53463-599,SDSS_LEGACY,0.2485195,163.35583333333332,30.40537222222222,3750677c70ba27cbfc41ea2404ced4025982059b9e8c409db41d8d5217e534cd,NATIVE_SDSS_SUPPORTED,D091_OR_EARLIER,3750677c70ba27cbfc41ea2404ced4025982059b9e8c409db41d8d5217e534cd
SDSSJ105325.40+302419.34,faint,10476-58141-851,SDSS_LEGACY,0.2482877,163.35583333333332,30.40537222222222,1c46b27d3175b1e778177c28090cc632917efd8c6d77b9bf25d323cc585b3b39,NATIVE_SDSS_SUPPORTED,D091_OR_EARLIER,1c46b27d3175b1e778177c28090cc632917efd8c6d77b9bf25d323cc585b3b39
SDSSJ135855.83+493414.2,bright,1670-54553-73,SDSS_LEGACY,0.1158477,209.73263,49.570602,47984e4039327c8233a3aa03e531633efe3073bc69ce9c55ec087abd7f46e095,NATIVE_SDSS_SUPPORTED,D091_OR_EARLIER,47984e4039327c8233a3aa03e531633efe3073bc69ce9c55ec087abd7f46e095
SDSSJ135855.83+493414.2,faint,1670-53438-61,SDSS_LEGACY,0.1159179,209.73263,49.570602,2e9cf3d05a7a15785c45378f885557f7101277a80674c41820078705fa4f21a7,NATIVE_SDSS_SUPPORTED,D091_OR_EARLIER,2e9cf3d05a7a15785c45378f885557f7101277a80674c41820078705fa4f21a7
SDSSJ222132.41-010928.70,bright,9238-58013-261,SDSS_LEGACY,0.2876801,335.38504166666667,-1.1579722222222222,03b2e4219afcd6e3e1cfdee08d7f33857366cae6e020b43f04b20fab6b7579f1,NATIVE_SDSS_SUPPORTED,D091_OR_EARLIER,03b2e4219afcd6e3e1cfdee08d7f33857366cae6e020b43f04b20fab6b7579f1
SDSSJ222132.41-010928.70,faint,375-52140-253,SDSS_LEGACY,0.2879867,335.38504166666667,-1.1579722222222222,74f316efba638a20ed4bdc82f130c336ece76e79b4069aa94cb42cd9f9cb6f28,NATIVE_SDSS_SUPPORTED,D091_OR_EARLIER,74f316efba638a20ed4bdc82f130c336ece76e79b4069aa94cb42cd9f9cb6f28
SDSSJ233602.98+001728.7,bright,385-51783-360,SDSS_LEGACY,0.2428296,354.0124166666667,0.2913055555555555,7014edec066e3235f7a17212abe8f8da20ce6d6d53e65822fb5a2e7b72a002f2,NATIVE_SDSS_SUPPORTED,D091_OR_EARLIER,7014edec066e3235f7a17212abe8f8da20ce6d6d53e65822fb5a2e7b72a002f2
SDSSJ233602.98+001728.7,faint,4213-55449-530,SDSS_LEGACY,0.2428363,354.0124166666667,0.2913055555555555,7f8fd53ba838154fe2688a7de9f0e778dd7f82fd727612240ac550b3deb99a0b,NATIVE_SDSS_SUPPORTED,D091_OR_EARLIER,7f8fd53ba838154fe2688a7de9f0e778dd7f82fd727612240ac550b3deb99a0b
