transition_id,reference_tier,arm,criterion,applicability,denominator_semantics
SDSSJ105058.42+241351.18,SILVER,faint_only,MACLEOD2016_SEARCH,SEARCH_PROTOCOL_ONLY,NON_DENOMINATOR
SDSSJ105058.42+241351.18,SILVER,faint_only,GUO_QUICK_SEARCH,SEARCH_STAGE_ONLY_NOT_GUO_FINAL,NON_DENOMINATOR
SDSSJ105058.42+241351.18,SILVER,faint_only,POTTS_VILLFORTH_SEARCH,SEARCH_PROTOCOL_ONLY,NON_DENOMINATOR
SDSSJ105058.42+241351.18,SILVER,matched,YANG2024_FINAL,APPLICABLE_FAIL_CLOSED_PER_REALIZATION,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE
SDSSJ105058.42+241351.18,SILVER,matched,GREEN2022_FINAL,APPLICABLE_NATIVE_SDSS_VARIANCE_SUPPORTED,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE
SDSSJ105058.42+241351.18,SILVER,matched,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE
SDSSJ105058.42+241351.18,SILVER,matched,MACLEOD2016_SEARCH,SEARCH_PROTOCOL_ONLY,NON_DENOMINATOR
SDSSJ105058.42+241351.18,SILVER,matched,GUO_QUICK_SEARCH,SEARCH_STAGE_ONLY_NOT_GUO_FINAL,NON_DENOMINATOR
SDSSJ105058.42+241351.18,SILVER,matched,POTTS_VILLFORTH_SEARCH,SEARCH_PROTOCOL_ONLY,NON_DENOMINATOR
SDSSJ222132.41-010928.70,SILVER,faint_only,YANG2024_FINAL,APPLICABLE_FAIL_CLOSED_PER_REALIZATION,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE
SDSSJ222132.41-010928.70,SILVER,faint_only,GREEN2022_FINAL,APPLICABLE_NATIVE_SDSS_VARIANCE_SUPPORTED,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE
SDSSJ222132.41-010928.70,SILVER,faint_only,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE
SDSSJ222132.41-010928.70,SILVER,faint_only,MACLEOD2016_SEARCH,SEARCH_PROTOCOL_ONLY,NON_DENOMINATOR
SDSSJ222132.41-010928.70,SILVER,faint_only,GUO_QUICK_SEARCH,SEARCH_STAGE_ONLY_NOT_GUO_FINAL,NON_DENOMINATOR
SDSSJ222132.41-010928.70,SILVER,faint_only,POTTS_VILLFORTH_SEARCH,SEARCH_PROTOCOL_ONLY,NON_DENOMINATOR
SDSSJ222132.41-010928.70,SILVER,matched,YANG2024_FINAL,APPLICABLE_FAIL_CLOSED_PER_REALIZATION,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE
SDSSJ222132.41-010928.70,SILVER,matched,GREEN2022_FINAL,APPLICABLE_NATIVE_SDSS_VARIANCE_SUPPORTED,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE
SDSSJ222132.41-010928.70,SILVER,matched,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE
SDSSJ222132.41-010928.70,SILVER,matched,MACLEOD2016_SEARCH,SEARCH_PROTOCOL_ONLY,NON_DENOMINATOR
SDSSJ222132.41-010928.70,SILVER,matched,GUO_QUICK_SEARCH,SEARCH_STAGE_ONLY_NOT_GUO_FINAL,NON_DENOMINATOR
SDSSJ222132.41-010928.70,SILVER,matched,POTTS_VILLFORTH_SEARCH,SEARCH_PROTOCOL_ONLY,NON_DENOMINATOR
